TreeDepth,PID,Process,Offset,HandleValue,Type,GrantedAccess,Name
0,7804,OneDrive.exe,0x8c88b5b8c800,0xce0,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b10f3430,0xce4,File,0x100081,"\Device\HarddiskVolume2\Users\tdungan\OneDrive - Stark Research Labs"
0,7804,OneDrive.exe,0x8c88b41925b0,0xce8,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b1728700,0xcf4,Thread,0x1fffff,Tid 8488 Pid 7804
0,7804,OneDrive.exe,0x8c88b4b3d070,0xcfc,EtwRegistration,0x804,
0,7804,OneDrive.exe,0x8c88b20ef5b0,0xd00,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b5b72d60,0xd04,EtwRegistration,0x804,
0,7804,OneDrive.exe,0x8c88b3ec0370,0xd08,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b6fa2700,0xd18,Thread,0x1fffff,Tid 8072 Pid 7804
0,7804,OneDrive.exe,0x8c88b04e8fc0,0xd24,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88af3d02a0,0xd28,EtwRegistration,0x804,
0,7804,OneDrive.exe,0x8c88b81e5080,0xd2c,File,0x12019f,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Microsoft\OneDrive\logs\Business1\SyncEngine-2018-9-6.1810.7804.394.aodl"
0,7804,OneDrive.exe,0x8c88b5477a90,0xd30,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b239c080,0xd34,Thread,0x1fffff,Tid 4244 Pid 7804
0,7804,OneDrive.exe,0x8c88b3d62e20,0xd50,ALPC Port,0x1f0001,
0,7804,OneDrive.exe,0x8c88af040e40,0xd60,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b4b96c80,0xd68,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct2761.tmp"
0,7804,OneDrive.exe,0x8c88b1945a40,0xd84,File,0x120089,"\Device\HarddiskVolume2\Windows\SysWOW64\en-US\wscapi.dll.mui"
0,7804,OneDrive.exe,0x8c88b2988ac0,0xd90,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b239c080,0xd94,Thread,0x1fffff,Tid 4244 Pid 7804
0,7804,OneDrive.exe,0x8c88aef237e0,0xd98,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b5aa8570,0xd9c,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88afd818a0,0xda0,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b63e4ef0,0xda4,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct25BA.tmp"
0,7804,OneDrive.exe,0x8c88b43d3b90,0xdac,Mutant,0x1f0001,
0,7804,OneDrive.exe,0xd086a91d7800,0xdb8,Key,0x20019,"USER\S-1-5-21-3445421715-2530590580-3149308974-1116\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FILEEXTS"
0,7804,OneDrive.exe,0x8c88b7fbcab0,0xdc4,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b672a9b0,0xdc8,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct8556.tmp"
0,7804,OneDrive.exe,0x8c88b7b45180,0xdcc,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wctD9D1.tmp"
0,7804,OneDrive.exe,0x8c88af19aa30,0xdd8,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b28f0e50,0xddc,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wctE64B.tmp"
0,7804,OneDrive.exe,0x8c88af22f920,0xde0,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b55ddac0,0xdf0,File,0x120089,"\Device\HarddiskVolume2\Windows\SysWOW64\en-US\propsys.dll.mui"
0,7804,OneDrive.exe,0x8c88b5b415a0,0xdf4,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b6761ef0,0xdf8,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct4598.tmp"
0,7804,OneDrive.exe,0x8c88afc358e0,0xe00,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b5759610,0xe10,WaitCompletionPacket,0x1,
0,7804,OneDrive.exe,0x8c88b42fbef0,0xe18,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wctC757.tmp"
0,7804,OneDrive.exe,0x8c88b180ca50,0xe24,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b6726730,0xe3c,Timer,0x100002,
0,7804,OneDrive.exe,0x8c88b6cae3f0,0xe44,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wctE4D3.tmp"
0,7804,OneDrive.exe,0x8c88afa0af30,0xe5c,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b5cc7110,0xe60,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b1c39ac0,0xe68,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct6AAA.tmp"
0,7804,OneDrive.exe,0x8c88b6f80080,0xe70,Thread,0x1fffff,Tid 4500 Pid 7804
0,7804,OneDrive.exe,0x8c88b62569d0,0xe74,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b29a1400,0xe80,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b3ed4ad0,0xec4,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct68F3.tmp"
0,7804,OneDrive.exe,0x8c88b7b68080,0xed0,Thread,0x1fffff,Tid 840 Pid 7804
0,7804,OneDrive.exe,0x8c88b56b44a0,0xee8,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b41b4160,0xeec,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b14a08c0,0xf0c,Event,0x1f0003,
0,7804,OneDrive.exe,0xd086aa024f70,0xf14,Key,0x20019,"USER\S-1-5-21-3445421715-2530590580-3149308974-1116_CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT"
0,7804,OneDrive.exe,0x8c88afc4f970,0xf18,Mutant,0x1f0001,
0,7804,OneDrive.exe,0x8c88b47508e0,0xf28,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88af505470,0xf34,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b5cf11a0,0xf38,ALPC Port,0x1f0001,
0,7804,OneDrive.exe,0x8c88b7b491b0,0xf50,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b3512b50,0xf58,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wct4394.tmp"
0,7804,OneDrive.exe,0x8c88b77a1b40,0xf64,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b2374500,0xf84,Event,0x1f0003,
0,7804,OneDrive.exe,0x8c88b6cb4910,0xf9c,File,0x120089,"\Device\HarddiskVolume2\Users\tdungan\AppData\Local\Temp\wctD80B.tmp"
0,7804,OneDrive.exe,0x8c88b3870330,0xfa8,File,0x16019f,"\Device\Afd\Endpoint"
0,7868,Dashlane.exe,0x8c88b1203980,0x4,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b1124340,0x8,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b1af3500,0xc,IoCompletion,0x1f0003,
0,7868,Dashlane.exe,0x8c88b236b700,0x10,TpWorkerFactory,0xf00ff,
0,7868,Dashlane.exe,0x8c88b12fc550,0x14,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b1366150,0x18,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b14d6d20,0x1c,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b1251cd0,0x20,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b1229400,0x24,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b05d4c60,0x28,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1263260,0x2c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086a4673080,0x30,Directory,0x3,KnownDlls
0,7868,Dashlane.exe,0x8c88b1203630,0x34,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b12036b0,0x38,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b1411ef0,0x3c,File,0x100020,"\Device\HarddiskVolume2\Windows"
0,7868,Dashlane.exe,0x8c88b1c49170,0x40,Event,0x1f0003,
0,7868,Dashlane.exe,0xd086a464f650,0x44,Directory,0x3,KnownDlls32
0,7868,Dashlane.exe,0x8c88b499b3c0,0x48,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b120f600,0x4c,IoCompletion,0x1f0003,
0,7868,Dashlane.exe,0x8c88b141e7e0,0x50,TpWorkerFactory,0xf00ff,
0,7868,Dashlane.exe,0x8c88b12edf50,0x54,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b1a87160,0x58,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b126e060,0x5c,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88aef2c060,0x60,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88aef2c160,0x64,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b131ab60,0x68,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b131aa80,0x6c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086a464f650,0x70,Directory,0x3,KnownDlls32
0,7868,Dashlane.exe,0x8c88aef28060,0x74,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b12c51c0,0x78,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b12c3080,0x7c,File,0x100020,"\Device\HarddiskVolume2\Windows\SysWOW64"
0,7868,Dashlane.exe,0x8c88b1289b60,0x80,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1289a80,0x84,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12b4410,0x88,ALPC Port,0x1f0001,
0,7868,Dashlane.exe,0x8c88b12899c0,0x8c,IoCompletion,0x1f0003,
0,7868,Dashlane.exe,0x8c88b16d84b0,0x90,TpWorkerFactory,0xf00ff,
0,7868,Dashlane.exe,0x8c88b16d2a10,0x94,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b12898c0,0x98,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b11caf50,0x9c,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b16d83e0,0xa0,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0xd086a85afca0,0xa4,Key,0x1,"MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER"
0,7868,Dashlane.exe,0x8c88b12c9130,0xa8,Semaphore,0x100003,
0,7868,Dashlane.exe,0xd086a8aed4a0,0xac,Key,0x20019,"MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS"
0,7868,Dashlane.exe,0x8c88b11f1330,0xb0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1288da0,0xb4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1288080,0xb8,File,0x100001,"\Device\CNG"
0,7868,Dashlane.exe,0x8c88b369f380,0xbc,Semaphore,0x100003,
0,7868,Dashlane.exe,0xd086a85a6b60,0xc4,Key,0x20019,MACHINE
0,7868,Dashlane.exe,0xd086a83ef830,0xc8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\OLE"
0,7868,Dashlane.exe,0x8c88b4363d60,0xcc,Event,0x1f0003,
0,7868,Dashlane.exe,0xd086a8ac6070,0xd4,Key,0x20019,"USER\S-1-5-21-3445421715-2530590580-3149308974-1116_CLASSES\LOCAL SETTINGS"
0,7868,Dashlane.exe,0x8c88b35bb500,0xdc,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1229a10,0xe0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b16df540,0xe4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b22ee570,0xe8,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b0701120,0xec,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b3bddcc0,0xf0,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b238c580,0xf4,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b1222c20,0xf8,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b35b15c0,0xfc,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b35ba540,0x100,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086aadbeea0,0x104,Directory,0xf,BaseNamedObjects
0,7868,Dashlane.exe,0x8c88b1253750,0x108,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1411c10,0x10c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12a4790,0x110,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b0508730,0x114,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b0508650,0x118,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12bd820,0x11c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12bd740,0x120,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12e3510,0x124,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88aeeae4a0,0x128,Mutant,0x1f0001,
0,7868,Dashlane.exe,0xd086a8892cd0,0x12c,Key,0x9,"MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS"
0,7868,Dashlane.exe,0x8c88b2ba72e0,0x138,WindowStation,0xf037f,WinSta0
0,7868,Dashlane.exe,0x8c88b2302090,0x13c,Desktop,0xf01ff,Default
0,7868,Dashlane.exe,0x8c88b2ba72e0,0x140,WindowStation,0xf037f,WinSta0
0,7868,Dashlane.exe,0xd086a7d29a10,0x144,Key,0x1,"MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\CUSTOMLOCALE"
0,7868,Dashlane.exe,0x8c88b12761b4,0x148,Semaphore,0x1f0003,
0,7868,Dashlane.exe,0x8c88b5bc98c0,0x154,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086a71dfd60,0x158,Key,0x1,"USER\S-1-5-21-3445421715-2530590580-3149308974-1116\SOFTWARE\DASHLANE\INSTALLINFORMATION"
0,7868,Dashlane.exe,0x8c88b3694330,0x15c,File,0x120089,"\Device\HarddiskVolume2\Windows\SysWOW64\en-US\KernelBase.dll.mui"
0,7868,Dashlane.exe,0x8c88b36957b0,0x160,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b61bf0,0x164,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b359e0,0x168,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b48e20,0x16c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4af0a70,0x170,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4aee920,0x174,File,0x100020,"\Device\HarddiskVolume2\Windows\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.16299.547_none_d027336f5f36dc9a"
0,7868,Dashlane.exe,0x8c88b4b2a330,0x178,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b2a250,0x17c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4af0f90,0x180,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4af0eb0,0x184,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4af0dd0,0x188,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4af0cf0,0x18c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b50b60,0x190,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b50a80,0x194,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b57890,0x198,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b57b90,0x19c,Mutant,0x1f0001,
0,7868,Dashlane.exe,0x8c88b17602a0,0x1a0,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b4b57af0,0x1a4,Mutant,0x1f0001,
0,7868,Dashlane.exe,0x8c88b063e220,0x1a8,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b3615670,0x1ac,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b235dba0,0x1b0,File,0x120089,"\Device\DeviceApi\CMApi"
0,7868,Dashlane.exe,0x8c88b3695330,0x1b4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3653bf0,0x1b8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b17a2210,0x1bc,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b36e5b80,0x1c0,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b3acad60,0x1c4,Mutant,0x1f0001,SM0:7868:168:WilStaging_02
0,7868,Dashlane.exe,0x8c88b3556bb0,0x1c8,Semaphore,0x1f0003,SM0:7868:168:WilStaging_02_p0
0,7868,Dashlane.exe,0x8c88b35b4070,0x1cc,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b36ad070,0x1d0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3693220,0x1d4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3691eb0,0x1d8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3693070,0x1dc,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3691f90,0x1e0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b35bdeb0,0x1e4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b37c4d00,0x1e8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b2362630,0x1ec,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b35bdf90,0x1f0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88aee87eb0,0x1f4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b125fb10,0x1f8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695970,0x1fc,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b173fad0,0x200,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b4a817f0,0x204,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b3695a50,0x208,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695b30,0x20c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695c10,0x210,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695cf0,0x214,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695dd0,0x218,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695eb0,0x21c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695f90,0x220,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3695070,0x224,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3693520,0x228,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3693600,0x22c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1262360,0x230,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3693eb0,0x234,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b61f90,0x238,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4b61eb0,0x23c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3556a50,0x240,Mutant,0x1f0001,
0,7868,Dashlane.exe,0x8c88b4b1a530,0x244,Mutant,0x1f0001,
0,7868,Dashlane.exe,0x8c88b4bb1e20,0x248,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b4ba8b70,0x24c,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b4ba8af0,0x250,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b3616d20,0x254,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3616e00,0x258,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3648550,0x25c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1760320,0x260,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b4aecc40,0x264,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88af62cd70,0x268,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b1757ef0,0x26c,File,0x100003,"\Device\KsecDD"
0,7868,Dashlane.exe,0x8c88b17d28a0,0x270,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b17e1390,0x274,Event,0x1f0003,
0,7868,Dashlane.exe,0xd086a7cec7d0,0x278,Key,0x20019,"MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\HWORDER"
0,7868,Dashlane.exe,0xd086a9574f70,0x27c,Key,0x20019,"MACHINE\SYSTEM\CONTROLSET001\CONTROL\NETWORKPROVIDER\PROVIDERORDER"
0,7868,Dashlane.exe,0x8c88b3217780,0x280,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b17e0350,0x284,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b3648470,0x288,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3616c40,0x28c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3691b60,0x290,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b35c3a50,0x294,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3649620,0x298,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1203eb0,0x29c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1203f90,0x2a0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88aef44140,0x2a4,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b1266430,0x2a8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1266510,0x2ac,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b37f6fe0,0x2b0,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b3b57c10,0x2b4,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b44e28a0,0x2b8,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b37fb270,0x2bc,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b12aed70,0x2c0,Semaphore,0x100003,
0,7868,Dashlane.exe,0x8c88b12665f0,0x2c4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12666d0,0x2c8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1ac1cd0,0x2cc,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1ac1db0,0x2d0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3609ef0,0x2d4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b16daeb0,0x2d8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1264a30,0x2dc,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b1424b50,0x2e0,File,0x100080,"\Device\Nsi"
0,7868,Dashlane.exe,0x8c88b1670800,0x2e4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b16708e0,0x2e8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1312380,0x2ec,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1312070,0x2f0,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b16f38b0,0x2f4,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b37cbf90,0x2f8,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1661890,0x2fc,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b360d7c0,0x300,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b3a29e90,0x304,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12682d0,0x308,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1271f90,0x30c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12852d0,0x310,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12892b0,0x314,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b12683b0,0x318,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086a8ad1e20,0x31c,Key,0x1,"MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\DIRECT3D"
0,7868,Dashlane.exe,0xd086a928d630,0x320,Key,0x1,"MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\DIRECT3D\DRIVERS"
0,7868,Dashlane.exe,0x8c88b35c0aa0,0x324,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b37db770,0x328,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b371b510,0x32c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88af6394f0,0x330,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b08e21a0,0x334,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b1310500,0x338,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4a5fd90,0x33c,Mutant,0x1f0001,DashlaneMutextdungan
0,7868,Dashlane.exe,0x8c88b4803360,0x340,Mutant,0x1f0001,DBWinMutex
0,7868,Dashlane.exe,0x8c88b36f00d0,0x344,Mutant,0x1f0001,
0,7868,Dashlane.exe,0x8c88b4b43370,0x348,Mutant,0x1f0001,
0,7868,Dashlane.exe,0x8c88af627620,0x34c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b532e950,0x350,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88af627540,0x354,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4a134a0,0x358,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88aee91080,0x35c,Thread,0x1fffff,Tid 7872 Pid 7868
0,7868,Dashlane.exe,0x8c88b5340f90,0x370,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086a95c55f0,0x374,Key,0x20019,"MACHINE\SYSTEM\CONTROLSET001\SERVICES\CRYPT32"
0,7868,Dashlane.exe,0x8c88b534aef0,0x378,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b5354f90,0x37c,EtwRegistration,0x804,
0,7868,Dashlane.exe,0xd086a897ba80,0x380,Key,0x20019,"MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\IDS"
0,7868,Dashlane.exe,0x8c88b0786610,0x384,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b4a43690,0x388,EtwRegistration,0x804,
0,7868,Dashlane.exe,0x8c88b5376da0,0x38c,Event,0x1f0003,
0,7868,Dashlane.exe,0x8c88b15fa900,0x390,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b353d900,0x394,IoCompletion,0x1f0003,
0,7868,Dashlane.exe,0x8c88b5370650,0x398,TpWorkerFactory,0xf00ff,
0,7868,Dashlane.exe,0x8c88b3715760,0x39c,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b158f910,0x3a0,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0x8c88b53d4b10,0x3a4,IRTimer,0x100002,
0,7868,Dashlane.exe,0x8c88b1584910,0x3a8,WaitCompletionPacket,0x1,
0,7868,Dashlane.exe,0xd086a93fe900,0x3ac,Key,0x20019,USER
